Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22
lv1_code,product_class_name,name,status,brand,image.1.url,image.1.description,image.1.is_primary,image.2.url,image.2.description,image.2.is_primary,image.3.url,image.3.description,image.3.is_primary,image.4.url,image.4.description,image.4.is_primary,image.5.url,image.5.description,image.5.is_primary,attribute.saya_color.single_option,variation_children_code
2041SBC08-blue,Colour,2041SBC08-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517781282/Summer2018/2041SBC08_blue_1.jpg,2041SBC08_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517781288/Summer2018/2041SBC08_blue_2.jpg,2041SBC08_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517781129/Summer2018/2112SFA02_2041SBC08_blue_3.jpg,2041SBC08_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517781131/Summer2018/2112SFA02_2041SBC08_blue_4.jpg,2041SBC08_blue_4,,,,,blue,2041SBC08-blue-xs|2041SBC08-blue-sm|2041SBC08-blue-md|2041SBC08-blue-lg|2041SBC08-blue-xl
2041SCC08-blue,Colour,2041SCC08-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517781288/Summer2018/2041SBC08_blue_2.jpg,2041SCC08_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517781131/Summer2018/2112SFA02_2041SBC08_blue_4.jpg,2041SCC08_blue_4,,,,,,,,,,,blue,2041SCC08-blue-xs|2041SCC08-blue-sm|2041SCC08-blue-md|2041SCC08-blue-lg|2041SCC08-blue-xl
2043SAC07-blue,Colour,2043SAC07-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517782298/Summer2018/2043SAC07_blue_1.jpg,2043SAC07_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517782764/Summer2018/2177SFA01_2043SAC07_blue_3.jpg,2043SAC07_blue_3,,,,,,,,,,,blue,2043SAC07-blue-xs|2043SAC07-blue-sm|2043SAC07-blue-md|2043SAC07-blue-lg|2043SAC07-blue-xl
2043SAC08-blue,Colour,2043SAC08-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517782459/Summer2018/2043SAC08_blue_1.jpg,2043SAC08_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517782179/Summer2018/2178SUN01_2043SAC08_blue_3.jpg,2043SAC08_blue_3,,,,,,,,,,,blue,2043SAC08-blue-xs|2043SAC08-blue-sm|2043SAC08-blue-md|2043SAC08-blue-lg|2043SAC08-blue-xl
2043SBC05-red,Colour,2043SBC05-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517783670/Summer2018/2043SBC05_red_1.jpg,2043SBC05_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517783371/Summer2018/2153SUN02_2043SBC05_red_3.jpg,2043SBC05_red_3,,,,,,,,,,,red,2043SBC05-red-xs|2043SBC05-red-sm|2043SBC05-red-md|2043SBC05-red-lg|2043SBC05-red-xl
2043SBC07-blue,Colour,2043SBC07-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517782299/Summer2018/2043SBC07_blue_2.jpg,2043SBC07_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517782763/Summer2018/2177SFA01_2043SBC07_blue_4.jpg,2043SBC07_blue_4,,,,,,,,,,,blue,2043SBC07-blue-xs|2043SBC07-blue-sm|2043SBC07-blue-md|2043SBC07-blue-lg|2043SBC07-blue-xl
2043SBC08-blue,Colour,2043SBC08-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517782455/Summer2018/2043SBC08_blue_2.jpg,2043SBC08_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517782178/Summer2018/2178SUN01_2043SBC08_blue_4.jpg,2043SBC08_blue_4,,,,,,,,,,,blue,2043SBC08-blue-xs|2043SBC08-blue-sm|2043SBC08-blue-md|2043SBC08-blue-lg|2043SBC08-blue-xl
2043SCC05-red,Colour,2043SCC05-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517784674/Summer2018/2043SCC05_red_2.jpg,2043SCC05_red_2,,https://res.cloudinary.com/maaji/image/upload/v1517783373/Summer2018/2153SUN02_2043SCC05_red_4.jpg,2043SCC05_red_4,,,,,,,,,,,red,2043SCC05-red-xs|2043SCC05-red-sm|2043SCC05-red-md|2043SCC05-red-lg|2043SCC05-red-xl
2047SBC05-black,Colour,2047SBC05-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517785871/Summer2018/2047SBC05_2047SCC05_black_1.jpg,2047SBC05_black_1,,https://res.cloudinary.com/maaji/image/upload/v1517785863/Summer2018/2047SBC05_2047SCC05_black_2.jpg,2047SBC05_black_2,,https://res.cloudinary.com/maaji/image/upload/v1517522463/Summer2018/2175SFA01_2047SCC05_black_3.jpg,2047SBC05_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517522464/Summer2018/2175SFA01_2047SCC05_black_4.jpg,2047SBC05_black_4,,,,,black,2047SBC05-black-xs|2047SBC05-black-sm|2047SBC05-black-md|2047SBC05-black-lg|2047SBC05-black-xl
2047SCC05-black,Colour,2047SCC05-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517785871/Summer2018/2047SBC05_2047SCC05_black_1.jpg,2047SCC05_black_1,,https://res.cloudinary.com/maaji/image/upload/v1517785863/Summer2018/2047SBC05_2047SCC05_black_2.jpg,2047SCC05_black_2,,https://res.cloudinary.com/maaji/image/upload/v1517522463/Summer2018/2175SFA01_2047SCC05_black_3.jpg,2047SCC05_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517522464/Summer2018/2175SFA01_2047SCC05_black_4.jpg,2047SCC05_black_4,,,,,black,2047SCC05-black-xs|2047SCC05-black-sm|2047SCC05-black-md|2047SCC05-black-lg|2047SCC05-black-xl
2047SHN03-red,Colour,2047SHN03-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517787341/Summer2018/2047SHN03_red_1.jpg,2047SHN03_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517787333/Summer2018/2047SHN03_red_2.jpg,2047SHN03_red_2,,https://res.cloudinary.com/maaji/image/upload/v1517787112/Summer2018/2047SHN03_2024SBC05_red_3.jpg,2047SHN03_red_3,,https://res.cloudinary.com/maaji/image/upload/v1517787111/Summer2018/2047SHN03_2024SBC05_red_4.jpg,2047SHN03_red_4,,,,,red,2047SHN03-red-xs|2047SHN03-red-sm|2047SHN03-red-md|2047SHN03-red-lg|2047SHN03-red-xl
2050SBC01-black,Colour,2050SBC01-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522521/Summer2018/2050SBC01_black_1.jpg,2050SBC01_black_1,,https://res.cloudinary.com/maaji/image/upload/v1517522523/Summer2018/2050SBC01_black_2.jpg,2050SBC01_black_2,,https://res.cloudinary.com/maaji/image/upload/v1517522452/Summer2018/2050SSE01_2050SBC01_black_3.jpg,2050SBC01_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517522453/Summer2018/2050SSE01_2050SBC01_black_4.jpg,2050SBC01_black_4,,,,,black,2050SBC01-black-xs|2050SBC01-black-sm|2050SBC01-black-md|2050SBC01-black-lg|2050SBC01-black-xl
2050SDC01-black,Colour,2050SDC01-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522523/Summer2018/2050SDC01_black_2.jpg,2050SDC01_black_2,,https://res.cloudinary.com/maaji/image/upload/v1517522453/Summer2018/2050SSE01_2050SDC01_black_4.jpg,2050SDC01_black_4,,,,,,,,,,,black,2050SDC01-black-xs|2050SDC01-black-sm|2050SDC01-black-md|2050SDC01-black-lg|2050SDC01-black-xl
2050SSE01-black,Colour,2050SSE01-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522524/Summer2018/2050SSE01_black_1.jpg,2050SSE01_black_1,,http://res.cloudinary.com/maaji/image/upload/v1517522523/Summer2018/2050SSE01_black_2.jpg,2050SSE01_black_2,,https://res.cloudinary.com/maaji/image/upload/v1517522452/Summer2018/2050SSE01_2050SBC01_black_3.jpg,2050SSE01_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517522453/Summer2018/2050SSE01_2050SDC01_black_4.jpg,2050SSE01_black_4,,,,,black,2050SSE01-black-xs|2050SSE01-black-sm|2050SSE01-black-md|2050SSE01-black-lg|2050SSE01-black-xl
2061SBC02-red,Colour,2061SBC02-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517801259/Summer2018/2061SBC02_red_1.jpg,2061SBC02_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517838639/Summer2018/2169SBA01_2061SBC02_red_3.jpg,2061SBC02_red_3,,https://res.cloudinary.com/maaji/image/upload/v1517838640/Summer2018/2169SBA01_2061SBC02_red_7.jpg,2061SBC02_red_7,,,,,,,,red,2061SBC02-red-xs|2061SBC02-red-sm|2061SBC02-red-md|2061SBC02-red-lg|2061SBC02-red-xl
2061SBC03-black,Colour,2061SBC03-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517839421/Summer2018/2061SBC03_black_1.jpg,2061SBC03_black_1,,https://res.cloudinary.com/maaji/image/upload/v1517522461/Summer2018/2174SLT01_2061SBC03_black_3.jpg,2061SBC03_black_3,,,,,,,,,,,black,2061SBC03-black-xs|2061SBC03-black-sm|2061SBC03-black-md|2061SBC03-black-lg|2061SBC03-black-xl
2061SBC04-blue,Colour,2061SBC04-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517838215/Summer2018/2061SBC04_blue_1.jpg,2061SBC04_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517838195/Summer2018/2180SFT01_2061SBC04_blue_3.jpg,2061SBC04_blue_3,,,,,,,,,,,blue,2061SBC04-blue-xs|2061SBC04-blue-sm|2061SBC04-blue-md|2061SBC04-blue-lg|2061SBC04-blue-xl
2061SBC05-blue,Colour,2061SBC05-blue,active,Maaji,,,,,,,,,,,,,,,,blue,2061SBC05-blue-xs|2061SBC05-blue-sm|2061SBC05-blue-md|2061SBC05-blue-lg|2061SBC05-blue-xl
2061SCC02-red,Colour,2061SCC02-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517801279/Summer2018/2061SCC02_red_2.jpg,2061SCC02_red_2,,https://res.cloudinary.com/maaji/image/upload/v1517840649/Summer2018/2169SBA01_2061SCC02_red_8.jpg,2061SCC02_red_8,,https://res.cloudinary.com/maaji/image/upload/v1517840649/Summer2018/2169SBA01_2061SCC02_red_4.jpg,2061SCC02_red_4,,,,,,,,red,2061SCC02-red-xs|2061SCC02-red-sm|2061SCC02-red-md|2061SCC02-red-lg|2061SCC02-red-xl
2061SCC03-black,Colour,2061SCC03-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517841365/Summer2018/2061SCC03_black_2.jpg,2061SCC03_black_2,,https://res.cloudinary.com/maaji/image/upload/v1517522460/Summer2018/2174SLT01_2061SCC03_blue_4.jpg,2061SCC03_blue_4,,,,,,,,,,,black,2061SCC03-black-xs|2061SCC03-black-sm|2061SCC03-black-md|2061SCC03-black-lg|2061SCC03-black-xl
2061SCC04-blue,Colour,2061SCC04-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517838215/Summer2018/2061SCC04_blue_2.jpg,2061SCC04_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517838195/Summer2018/2180SFT01_2061SCC04_blue_4.jpg,2061SCC04_blue_4,,,,,,,,,,,blue,2061SCC04-blue-xs|2061SCC04-blue-sm|2061SCC04-blue-md|2061SCC04-blue-lg|2061SCC04-blue-xl
2061SDC05-blue,Colour,2061SDC05-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517842226/Summer2018/2061SDC05_blue_2.jpg,2061SDC05_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517842170/Summer2018/2179SSE01_2061SDC05_blue_4.jpg,2061SDC05_blue_4,,,,,,,,,,,blue,2061SDC05-blue-xs|2061SDC05-blue-sm|2061SDC05-blue-md|2061SDC05-blue-lg|2061SDC05-blue-xl
2062SBC09-red,Colour,2062SBC09-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517801342/Summer2018/2062SBC09_red_1.jpg,2062SBC09_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517842642/Summer2018/2131SUN02_2062SBC09_red_3.jpg,2062SBC09_red_3,,,,,,,,,,,red,2062SBC09-red-xs|2062SBC09-red-sm|2062SBC09-red-md|2062SBC09-red-lg|2062SBC09-red-xl
2062SBC10-blue,Colour,2062SBC10-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517843100/Summer2018/2062SBC10_blue_1.jpg,2062SBC10_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517843007/Summer2018/2162SFA02_2062SBC10_blue_3.jpg,2061SBC10_blue_3,,,,,,,,,,,blue,2062SBC10-blue-xs|2062SBC10-blue-sm|2062SBC10-blue-md|2062SBC10-blue-lg|2062SBC10-blue-xl
2062SBC11-blue,Colour,2062SBC11-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517843579/Summer2018/2062SBC11_blue_5.jpg,2062SBC11_blue_5,,https://res.cloudinary.com/maaji/image/upload/v1517843579/Summer2018/2062SBC11_blue_1.jpg,2062SBC11_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517843492/Summer2018/2181SBA01_2062SBC11_blue_5.jpg,2062SBC11_blue_5,,https://res.cloudinary.com/maaji/image/upload/v1517843492/Summer2018/2181SBA01_2062SBC11_blue_3.jpg,2062SBC11_blue_3,,,,,blue,2062SBC11-blue-xs|2062SBC11-blue-sm|2062SBC11-blue-md|2062SBC11-blue-lg|2062SBC11-blue-xl
2062SBC12-orange,Colour,2062SBC12-orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522928/Summer2018/2062SBC12_orange_1.jpg,2062SBC12_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522821/Summer2018/2131SUN03_2062SBC12_orange_3.jpg,2062SBC12_orange_3,,,,,,,,,,,orange,2062SBC12-orange-xs|2062SBC12-orange-sm|2062SBC12-orange-md|2062SBC12-orange-lg|2062SBC12-orange-xl
2062SCC09-red,Colour,2062SCC09-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517801279/Summer2018/2062SCC09_red_2.jpg,2062SCC09_red_2,,https://res.cloudinary.com/maaji/image/upload/v1517842643/Summer2018/2131SUN02_2062SCC09_red_4.jpg,2062SCC09_red_4,,,,,,,,,,,red,2062SCC09-red-xs|2062SCC09-red-sm|2062SCC09-red-md|2062SCC09-red-lg|2062SCC09-red-xl
2062SCC11-blue,Colour,2062SCC11-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517843581/Summer2018/2062SCC11_blue_2.jpg,2062SCC11_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517843581/Summer2018/2062SCC11_blue_6.jpg,2062SCC11_blue_6,,https://res.cloudinary.com/maaji/image/upload/v1517843492/Summer2018/2181SBA01_2062SCC11_blue_4.jpg,2062SCC11_blue_4,,https://res.cloudinary.com/maaji/image/upload/v1517843492/Summer2018/2181SBA01_2062SCC11_blue_6.jpg,2062SCC11_blue_6,,,,,blue,2062SCC11-blue-xs|2062SCC11-blue-sm|2062SCC11-blue-md|2062SCC11-blue-lg|2062SCC11-blue-xl
2062SCC12-orange,Colour,2062SCC12-orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522929/Summer2018/2062SCC12_orange_2.jpg,2062SCC12_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522821/Summer2018/2131SUN03_2062SCC12_orange_4.jpg,2062SCC12_orange_4,,,,,,,,,,,orange,2062SCC12-orange-xs|2062SCC12-orange-sm|2062SCC12-orange-md|2062SCC12-orange-lg|2062SCC12-orange-xl
2062SDC10-blue,Colour,2062SDC10-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517843100/Summer2018/2062SDC10_blue_2.jpg,2062SDC10_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517843008/Summer2018/2162SFA02_2062SDC10_blue_4.jpg,2062SDC10_b lue_4,,,,,,,,,,,blue,2062SDC10-blue-xs|2062SDC10-blue-sm|2062SDC10-blue-md|2062SDC10-blue-lg|2062SDC10-blue-xl
2110SBC03-orange,Colour,2110SBC03-orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522932/Summer2018/2110SBC03_orange_1.jpg,2110SBC03_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522818/Summer2018/2021SFA04_2110SBC03_orange_3.jpg,2110SBC03_orange_3,,http://res.cloudinary.com/maaji/image/upload/v1517522935/Summer2018/2110SBC03_orange_5.jpg,2110SBC03_orange_5,,,,,,,,orange,2110SBC03-orange-xs|2110SBC03-orange-sm|2110SBC03-orange-md|2110SBC03-orange-lg|2110SBC03-orange-xl
2110SDC03-orange,Colour,2110SDC03-orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522933/Summer2018/2110SDC03_orange_2.jpg,2110SDC03_orange_2,,http://res.cloudinary.com/maaji/image/upload/v1517522933/Summer2018/2110SDC03_orange_6.jpg,2110SDC03_orange_6,,https://res.cloudinary.com/maaji/image/upload/v1517522819/Summer2018/2021SFA04_2110SDC03_orange_8.jpg,2110SDC03_orange_8,,https://res.cloudinary.com/maaji/image/upload/v1517522819/Summer2018/2021SFA04_2110SDC03_orange_4.jpg,2110SDC03_orange_4,,,,,orange,2110SDC03-orange-xs|2110SDC03-orange-sm|2110SDC03-orange-md|2110SDC03-orange-lg|2110SDC03-orange-xl
2112SFA02-blue,Colour,2112SFA02-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517858079/Summer2018/2112SFA02_blue_1.jpg,2112SFA02_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517858079/Summer2018/2112SFA02_blue_2.jpg,2112SFA02_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517858079/Summer2018/2112SFA02_blue_5.jpg,2112SFA02_blue_5,,https://res.cloudinary.com/maaji/image/upload/v1517858080/Summer2018/2112SFA02_blue_6.jpg,2112SFA03_blue_6,,https://res.cloudinary.com/maaji/image/upload/v1517781129/Summer2018/2112SFA02_2041SBC08_blue_3.jpg,2112SFA02_blue_3,,blue,2112SFA02-blue-xs|2112SFA02-blue-sm|2112SFA02-blue-md|2112SFA02-blue-lg|2112SFA02-blue-xl
2114SAC03-red,Colour,2114SAC03-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517801078/Summer2018/2114SAC03_red_1.jpg,2114SAC03_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517859443/Summer2018/2171SFH01_2114SAC03_red_3.jpg,2114SAC03_red_3,,,,,,,,,,,red,2114SAC03-red-xs|2114SAC03-red-sm|2114SAC03-red-md|2114SAC03-red-lg|2114SAC03-red-xl
2114SBC03-red,Colour,2114SBC03-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517801093/Summer2018/2114SBC03_red_2.jpg,2114SBC03_red_2,,https://res.cloudinary.com/maaji/image/upload/v1517861959/Summer2018/2171SFH01_2114SBC03_red_4.jpg,2114SBC03_red_4,,,,,,,,,,,red,2114SBC03-red-xs|2114SBC03-red-sm|2114SBC03-red-md|2114SBC03-red-lg|2114SBC03-red-xl
2119SOH02-blue,Colour,2119SOH02-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517862421/Summer2018/2119SOH02_blue_3.jpg,2119SOH02_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517862421/Summer2018/2119SOH02_blue_4.jpg,2119SOH02_blue_4,,,,,,,,,,,blue,2119SOH02-blue-xs|2119SOH02-blue-sm|2119SOH02-blue-md|2119SOH02-blue-lg|2119SOH02-blue-xl
2119SOR02-blue,Colour,2119SOR02-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517862421/Summer2018/2119SOH02_blue_3.jpg,2119SOR02_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517862421/Summer2018/2119SOH02_blue_4.jpg,2119SOR02_blue_4,,,,,,,,,,,blue,2119SOR02-blue-xs|2119SOR02-blue-sm|2119SOR02-blue-md|2119SOR02-blue-lg|2119SOR02-blue-xl
2122SOB02-black,Colour,2122SOB02-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522455/Summer2018/2122SOB02_2122SOC02_black_3.jpg,2122SOB02_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517522456/Summer2018/2122SOB02_2122SOC02_black_4.jpg,2122SOB02_black_4,,,,,,,,,,,black,2122SOB02-black-xs|2122SOB02-black-sm|2122SOB02-black-md|2122SOB02-black-lg|2122SOB02-black-xl
2122SOC02-black,Colour,2122SOC02-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522455/Summer2018/2122SOB02_2122SOC02_black_3.jpg,2122SOC02_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517522456/Summer2018/2122SOB02_2122SOC02_black_4.jpg,2122SOC_black_4,,,,,,,,,,,black,2122SOC02-black-xs|2122SOC02-black-sm|2122SOC02-black-md|2122SOC02-black-lg|2122SOC02-black-xl
2131SUN02-red,Colour,2131SUN02-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517801368/Summer2018/2131SUN02_red_1.jpg,2131SUN02_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517801095/Summer2018/2131SUN02_red_2.jpg,2131SUN02_red_2,,https://res.cloudinary.com/maaji/image/upload/v1517842642/Summer2018/2131SUN02_2062SBC09_red_3.jpg,2131SUN02_red_3,,https://res.cloudinary.com/maaji/image/upload/v1517842643/Summer2018/2131SUN02_2062SCC09_red_4.jpg,2131SUN02_red_4,,,,,red,2131SUN02-red-xs|2131SUN02-red-sm|2131SUN02-red-md|2131SUN02-red-lg|2131SUN02-red-xl
2131SUN03-orange,Colour,2131SUN03-orange,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522939/Summer2018/2131SUN03_orange_1.jpg,2131SUN03_orange_1,,https://res.cloudinary.com/maaji/image/upload/v1517522933/Summer2018/2131SUN03_orange_2.jpg,2131SUN03_orange_2,,https://res.cloudinary.com/maaji/image/upload/v1517522821/Summer2018/2131SUN03_2062SBC12_orange_3.jpg,2131SUN03_orange_3,,https://res.cloudinary.com/maaji/image/upload/v1517522821/Summer2018/2131SUN03_2062SCC12_orange_4.jpg,2131SUN03_orange_4,,,,,orange,2131SUN03-orange-xs|2131SUN03-orange-sm|2131SUN03-orange-md|2131SUN03-orange-lg|2131SUN03-orange-xl
2135SSF03-red,Colour,2135SSF03-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517801143/Summer2018/2135SSF03_red_1.jpg,2135SSF03_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517801182/Summer2018/2135SSF03_red_2.jpg,2135SSF03_red_2,,https://res.cloudinary.com/maaji/image/upload/v1517865643/Summer2018/2135SSF03_red_3.jpg,2135SSF03_red_-3,,https://res.cloudinary.com/maaji/image/upload/v1517865643/Summer2018/2135SSF03_red_4.jpg,2135SSF03_red_4,,,,,red,2135SSF03-red-xs|2135SSF03-red-sm|2135SSF03-red-md|2135SSF03-red-lg|2135SSF03-red-xl
2153SUN02-red,Colour,2153SUN02-red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517801207/Summer2018/2153SUN02_red_1.jpg,2153SUN02_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517783371/Summer2018/2153SUN02_2043SBC05_red_3.jpg,3153SUN02_red_3,,https://res.cloudinary.com/maaji/image/upload/v1517783373/Summer2018/2153SUN02_2043SCC05_red_4.jpg,3153SUN02_red_4,,,,,,,,red,2153SUN02-red-xs|2153SUN02-red-sm|2153SUN02-red-md|2153SUN02-red-lg|2153SUN02-red-xl
2161SFA02-black,Colour,2161SFA02-black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517522524/Summer2018/2161SFA02_black_1.jpg,2161SFA02_black_1,,https://res.cloudinary.com/maaji/image/upload/v1517522525/Summer2018/2161SFA02_black_2.jpg,2161SFA02_black_2,,https://res.cloudinary.com/maaji/image/upload/v1517522454/Summer2018/2161SFA02_2187SDC01_black_3.jpg,2161SFA02_black_3,,http://res.cloudinary.com/maaji/image/upload/v1517522457/Summer2018/2161SFA02_2187SDC01_black_4.jpg,2161SFA02_black_4,,,,,black,2161SFA02-black-xs|2161SFA02-black-sm|2161SFA02-black-md|2161SFA02-black-lg|2161SFA02-black-xl
2162SFA02-blue,Colour,2162SFA02-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517875929/Summer2018/2162SFA02_blue_1.jpg,2162SFA02_blue_1,,https://res.cloudinary.com/maaji/image/upload/v1517875926/Summer2018/2162SFA02_blue_2.jpg,2162SFA02_blue_2,,https://res.cloudinary.com/maaji/image/upload/v1517843007/Summer2018/2162SFA02_2062SBC10_blue_3.jpg,2162SFA02_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517843008/Summer2018/2162SFA02_2062SDC10_blue_4.jpg,2162SFA02_blue_4,,,,,blue,2162SFA02-blue-xs|2162SFA02-blue-sm|2162SFA02-blue-md|2162SFA02-blue-lg|2162SFA02-blue-xl
2164SRA02-blue,Colour,2164SRA02-blue,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517877416/Summer2018/2164SRA02_blue_3.jpg,2164SRA02_blue_3,,https://res.cloudinary.com/maaji/image/upload/v1517877416/Summer2018/2164SRA02_blue_4.jpg,2164SRA02_blue_4,,,,,,,,,,,blue,2164SRA02-blue-xs|2164SRA02-blue-sm|2164SRA02-blue-md|2164SRA02-blue-lg|2164SRA02-blue-xl
