lv1_code,product_class_name,name,status,brand,attribute.dw_size_code.single_option,attribute.saya_ean.string,attribute.saya_size.single_option,price_item.1.amount,price_item.1.price_book
3012SFH02_wine_sm,Size,3012SFH02_wine_sm,active,Maaji,PEQUEÑO,7702781002503,PEQUEÑO,126000,COP Price
3012SFH02_wine_md,Size,3012SFH02_wine_md,active,Maaji,MEDIO,7702781002510,MEDIO,126000,COP Price
3012SFH02_wine_lg,Size,3012SFH02_wine_lg,active,Maaji,GRANDE,7702781002527,GRANDE,126000,COP Price
3012SFH02_wine_xl,Size,3012SFH02_wine_xl,active,Maaji,EXTRA GRANDE,7702781002534,EXTRA GRANDE,126000,COP Price
2021SFA02_wine_sm,Size,2021SFA02_wine_sm,active,Maaji,PEQUEÑO,7702781002008,PEQUEÑO,131000,COP Price
2021SFA02_wine_md,Size,2021SFA02_wine_md,active,Maaji,MEDIO,7702781002015,MEDIO,131000,COP Price
2021SFA02_wine_lg,Size,2021SFA02_wine_lg,active,Maaji,GRANDE,7702781002022,GRANDE,131000,COP Price
2021SFA02_wine_xl,Size,2021SFA02_wine_xl,active,Maaji,EXTRA GRANDE,7702781002039,EXTRA GRANDE,131000,COP Price
1916SFH02_wine_sm,Size,1916SFH02_wine_sm,active,Maaji,PEQUEÑO,7702781002305,PEQUEÑO,126000,COP Price
1916SFH02_wine_md,Size,1916SFH02_wine_md,active,Maaji,MEDIO,7702781002312,MEDIO,126000,COP Price
1916SFH02_wine_lg,Size,1916SFH02_wine_lg,active,Maaji,GRANDE,7702781002329,GRANDE,126000,COP Price
1916SFH02_wine_xl,Size,1916SFH02_wine_xl,active,Maaji,EXTRA GRANDE,7702781002336,EXTRA GRANDE,126000,COP Price
2123SRA01_blue_sm,Size,2123SRA01_blue_sm,active,Maaji,PEQUEÑO,7702781005917,PEQUEÑO,179000,COP Price
2123SRA01_blue_md,Size,2123SRA01_blue_md,active,Maaji,MEDIO,7702781005924,MEDIO,179000,COP Price
2123SRA01_blue_lg,Size,2123SRA01_blue_lg,active,Maaji,GRANDE,7702781005931,GRANDE,179000,COP Price
2118SSF01_wine_sm,Size,2118SSF01_wine_sm,active,Maaji,PEQUEÑO,7702781002800,PEQUEÑO,105000,COP Price
2118SSF01_wine_md,Size,2118SSF01_wine_md,active,Maaji,MEDIO,7702781002817,MEDIO,105000,COP Price
2118SSF01_wine_lg,Size,2118SSF01_wine_lg,active,Maaji,GRANDE,7702781002824,GRANDE,105000,COP Price
2118SSF01_wine_sm,Size,2118SSF01_wine_sm,active,Maaji,PEQUEÑO,770278000000000000,PEQUEÑO,105000,COP Price
2118SSF01_wine_md,Size,2118SSF01_wine_md,active,Maaji,MEDIO,770278000000000000,MEDIO,105000,COP Price
2118SSF01_wine_lg,Size,2118SSF01_wine_lg,active,Maaji,GRANDE,770278000000000000,GRANDE,105000,COP Price
