lv1_code,product_class_name,name,status,brand,attribute.dw_size_code.single_option,attribute.saya_ean.string,attribute.saya_size.single_option
3054sfa03_azul_sm,Size,3054SFA03 AZUL SM,active,Maaji,,7702781037642,
3054sfa03_azul_md,Size,3054SFA03 AZUL MD,active,Maaji,,7702781037659,
3054sfa03_azul_lg,Size,3054SFA03 AZUL LG,active,Maaji,,7702781037666,
3054sfa03_azul_xl,Size,3054SFA03 AZUL XL,active,Maaji,,7702781037673,
3063sbr01_blanco_sm,Size,3063SBR01 BLANCO SM,active,Maaji,,7702781036744,
3063sbr01_blanco_md,Size,3063SBR01 BLANCO MD,active,Maaji,,7702781036751,
3063sbr01_blanco_lg,Size,3063SBR01 BLANCO LG,active,Maaji,,7702781036768,
3063sbr01_blanco_xl,Size,3063SBR01 BLANCO XL,active,Maaji,,7702781036775,
3063sbr02_anaranjado_sm,Size,3063SBR02 ANARANJADO SM,active,Maaji,,7702781036591,
3063sbr02_anaranjado_md,Size,3063SBR02 ANARANJADO MD,active,Maaji,,7702781036607,
3063sbr02_anaranjado_lg,Size,3063SBR02 ANARANJADO LG,active,Maaji,,7702781036614,
3066sun01_negro_sm,Size,3066SUN01 NEGRO SM,active,Maaji,,7702781038670,
3066sun01_negro_md,Size,3066SUN01 NEGRO MD,active,Maaji,,7702781038687,
3066sun01_negro_lg,Size,3066SUN01 NEGRO LG,active,Maaji,,7702781038694,
3066sun01_negro_xl,Size,3066SUN01 NEGRO XL,active,Maaji,,7702781038700,
3068ssp01_negro_sm,Size,3068SSP01 NEGRO SM,active,Maaji,,7702781031220,
3068ssp01_negro_md,Size,3068SSP01 NEGRO MD,active,Maaji,,7702781031237,
3068ssp01_negro_lg,Size,3068SSP01 NEGRO LG,active,Maaji,,7702781031244,
3068ssp01_negro_xl,Size,3068SSP01 NEGRO XL,active,Maaji,,7702781031251,
3068ssp02_anaranjado_sm,Size,3068SSP02 ANARANJADO SM,active,Maaji,,7702781031633,
3068ssp02_anaranjado_md,Size,3068SSP02 ANARANJADO MD,active,Maaji,,7702781031640,
3068ssp02_anaranjado_lg,Size,3068SSP02 ANARANJADO LG,active,Maaji,,7702781031657,
3068ssp02_anaranjado_xl,Size,3068SSP02 ANARANJADO XL,active,Maaji,,7702781031664,
3069sse01_anaranjado_sm,Size,3069SSE01 ANARANJADO SM,active,Maaji,,7702781031633,
3069sse01_anaranjado_md,Size,3069SSE01 ANARANJADO MD,active,Maaji,,7702781031640,
3069sse01_anaranjado_lg,Size,3069SSE01 ANARANJADO LG,active,Maaji,,7702781031657,
3069sse01_anaranjado_xl,Size,3069SSE01 ANARANJADO XL,active,Maaji,,7702781031664,
3070sbr01_morado_sm,Size,3070SBR01 MORADO SM,active,Maaji,,7702781032913,
3070sbr01_morado_md,Size,3070SBR01 MORADO MD,active,Maaji,,7702781032920,
3070sbr01_morado_lg,Size,3070SBR01 MORADO LG,active,Maaji,,7702781032937,
3070sbr01_morado_xl,Size,3070SBR01 MORADO XL,active,Maaji,,7702781032944,
1520sfh03_cafe_sm,Size,1520SFH03 CAFE SM,active,Maaji,,7702781031329,
1520sfh03_cafe_md,Size,1520SFH03 CAFE MD,active,Maaji,,7702781031336,
1520sfh03_cafe_lg,Size,1520SFH03 CAFE LG,active,Maaji,,7702781031343,
1520sfh03_cafe_xl,Size,1520SFH03 CAFE XL,active,Maaji,,7702781031350,
1932sft04_negro_sm,Size,1932SFT04 NEGRO SM,active,Maaji,,7702781033972,
1932sft04_negro_md,Size,1932SFT04 NEGRO MD,active,Maaji,,7702781033989,
1932sft04_negro_lg,Size,1932SFT04 NEGRO LG,active,Maaji,,7702781033996,
1932sft04_negro_xl,Size,1932SFT04 NEGRO XL,active,Maaji,,7702781034009,
1932sft05_anaranjado_sm,Size,1932SFT05 ANARANJADO SM,active,Maaji,,7702781033774,
1932sft05_anaranjado_md,Size,1932SFT05 ANARANJADO MD,active,Maaji,,7702781033781,
1932sft05_anaranjado_lg,Size,1932SFT05 ANARANJADO LG,active,Maaji,,7702781033798,
1932sft05_anaranjado_xl,Size,1932SFT05 ANARANJADO XL,active,Maaji,,7702781033804,
2021sfa04_anaranjado_sm,Size,2021SFA04 ANARANJADO SM,active,Maaji,,7702781036348,
2021sfa04_anaranjado_md,Size,2021SFA04 ANARANJADO MD,active,Maaji,,7702781036355,
2021sfa04_anaranjado_lg,Size,2021SFA04 ANARANJADO LG,active,Maaji,,7702781036362,
2033sun04_negro_sm,Size,2033SUN04 NEGRO SM,active,Maaji,,7702781040673,
2033sun04_negro_md,Size,2033SUN04 NEGRO MD,active,Maaji,,7702781040680,
2033sun04_negro_lg,Size,2033SUN04 NEGRO LG,active,Maaji,,7702781040697,
2047shn03_rojo_sm,Size,2047SHN03 ROJO SM,active,Maaji,,7702781033064,
2047shn03_rojo_md,Size,2047SHN03 ROJO MD,active,Maaji,,7702781033071,
2047shn03_rojo_lg,Size,2047SHN03 ROJO LG,active,Maaji,,7702781033088,
2047shn03_rojo_xl,Size,2047SHN03 ROJO XL,active,Maaji,,7702781033095,
2050sse01_negro_sm,Size,2050SSE01 NEGRO SM,active,Maaji,,7702781034023,
2050sse01_negro_md,Size,2050SSE01 NEGRO MD,active,Maaji,,7702781034030,
2050sse01_negro_lg,Size,2050SSE01 NEGRO LG,active,Maaji,,7702781034047,
2050sse01_negro_xl,Size,2050SSE01 NEGRO XL,active,Maaji,,7702781034054,
2112sfa02_azul_sm,Size,2112SFA02 AZUL SM,active,Maaji,,7702781037543,
2112sfa02_azul_md,Size,2112SFA02 AZUL MD,active,Maaji,,7702781037550,
2112sfa02_azul_lg,Size,2112SFA02 AZUL LG,active,Maaji,,7702781037567,
2112sfa02_azul_xl,Size,2112SFA02 AZUL XL,active,Maaji,,7702781037574,
2131sun02_rojo_sm,Size,2131SUN02 ROJO SM,active,Maaji,,7702781039479,
2131sun02_rojo_md,Size,2131SUN02 ROJO MD,active,Maaji,,7702781039486,
2131sun02_rojo_lg,Size,2131SUN02 ROJO LG,active,Maaji,,7702781039493,
2131sun02_rojo_xl,Size,2131SUN02 ROJO XL,active,Maaji,,7702781039509,
2131sun03_anaranjado_sm,Size,2131SUN03 ANARANJADO SM,active,Maaji,,7702781039424,
2131sun03_anaranjado_md,Size,2131SUN03 ANARANJADO MD,active,Maaji,,7702781039431,
2131sun03_anaranjado_lg,Size,2131SUN03 ANARANJADO LG,active,Maaji,,7702781039448,
2131sun03_anaranjado_xl,Size,2131SUN03 ANARANJADO XL,active,Maaji,,7702781039455,
2153sun02_rosado_sm,Size,2153SUN02 ROSADO SM,active,Maaji,,7702781038144,
2153sun02_rosado_md,Size,2153SUN02 ROSADO MD,active,Maaji,,7702781038151,
2153sun02_rosado_lg,Size,2153SUN02 ROSADO LG,active,Maaji,,7702781038168,
2153sun02_rosado_xl,Size,2153SUN02 ROSADO XL,active,Maaji,,7702781038175,
2161sfa02_azul_sm,Size,2161SFA02 AZUL SM,active,Maaji,,7702781033392,
2161sfa02_azul_md,Size,2161SFA02 AZUL MD,active,Maaji,,7702781033408,
2161sfa02_azul_lg,Size,2161SFA02 AZUL LG,active,Maaji,,7702781033415,
2161sfa02_azul_xl,Size,2161SFA02 AZUL XL,active,Maaji,,7702781033422,
2162sfa02_azul_sm,Size,2162SFA02 AZUL SM,active,Maaji,,7702781037390,
2162sfa02_azul_md,Size,2162SFA02 AZUL MD,active,Maaji,,7702781037406,
2162sfa02_azul_lg,Size,2162SFA02 AZUL LG,active,Maaji,,7702781037413,
2162sfa02_azul_xl,Size,2162SFA02 AZUL XL,active,Maaji,,7702781037420,
2164sra02_azul_sm,Size,2164SRA02 AZUL SM,active,Maaji,,7702781040321,
2164sra02_azul_md,Size,2164SRA02 AZUL MD,active,Maaji,,7702781040338,
2164sra02_azul_lg,Size,2164SRA02 AZUL LG,active,Maaji,,7702781040345,
2164sra02_azul_xl,Size,2164SRA02 AZUL XL,active,Maaji,,7702781040352,
2167sft01_rojo_sm,Size,2167SFT01 ROJO SM,active,Maaji,,7702781032968,
2167sft01_rojo_md,Size,2167SFT01 ROJO MD,active,Maaji,,7702781032975,
2167sft01_rojo_lg,Size,2167SFT01 ROJO LG,active,Maaji,,7702781032982,
2167sft01_rojo_xl,Size,2167SFT01 ROJO XL,active,Maaji,,7702781032999,
2169sba01_rojo_sm,Size,2169SBA01 ROJO SM,active,Maaji,,7702781035792,
2169sba01_rojo_md,Size,2169SBA01 ROJO MD,active,Maaji,,7702781035808,
2169sba01_rojo_lg,Size,2169SBA01 ROJO LG,active,Maaji,,7702781035815,
2169sba01_rojo_xl,Size,2169SBA01 ROJO XL,active,Maaji,,7702781035822,
2170sse01_rojo_sm,Size,2170SSE01 ROJO SM,active,Maaji,,7702781033118,
2170sse01_rojo_md,Size,2170SSE01 ROJO MD,active,Maaji,,7702781033125,
2170sse01_rojo_lg,Size,2170SSE01 ROJO LG,active,Maaji,,7702781033132,
2170sse01_rojo_xl,Size,2170SSE01 ROJO XL,active,Maaji,,7702781033149,
2171sfh01_cafe_sm,Size,2171SFH01 CAFE SM,active,Maaji,,7702781036492,
2171sfh01_cafe_md,Size,2171SFH01 CAFE MD,active,Maaji,,7702781036508,
2171sfh01_cafe_lg,Size,2171SFH01 CAFE LG,active,Maaji,,7702781036515,
2171sfh01_cafe_xl,Size,2171SFH01 CAFE XL,active,Maaji,,7702781036522,
3047sfh03_rojo_sm,Size,3047SFH03 ROJO SM,active,Maaji,,7702781036690,
3047sfh03_rojo_md,Size,3047SFH03 ROJO MD,active,Maaji,,7702781036706,
3047sfh03_rojo_lg,Size,3047SFH03 ROJO LG,active,Maaji,,7702781036713,
3047sfh03_rojo_xl,Size,3047SFH03 ROJO XL,active,Maaji,,7702781036720,
3059sft02_rojo_sm,Size,3059SFT02 ROJO SM,active,Maaji,,7702781032135,
3059sft02_rojo_md,Size,3059SFT02 ROJO MD,active,Maaji,,7702781032142,
3059sft02_rojo_lg,Size,3059SFT02 ROJO LG,active,Maaji,,7702781032159,
3059sft02_rojo_xl,Size,3059SFT02 ROJO XL,active,Maaji,,7702781032166,
3060sfa03_cafe_sm,Size,3060SFA03 CAFE SM,active,Maaji,,7702781036249,
3060sfa03_cafe_md,Size,3060SFA03 CAFE MD,active,Maaji,,7702781036256,
