lv1_code,product_class_name,name,status,brand,attribute.co_online.boolean,attribute.us_online.boolean,attribute.saya_color.single_option,variation_children_code
1786alm08_azul,Colour,1786ALM08 AZUL,active,Maaji,1,1,,1786alm08_azul_xs|1786alm08_azul_sm|1786alm08_azul_md|1786alm08_azul_lg
1849att01_negro,Colour,1849ATT01 NEGRO,active,Maaji,1,1,,1849att01_negro_sm|1849att01_negro_md|1849att01_negro_lg
1888att03_azul,Colour,1888ATT03 AZUL,active,Maaji,1,1,,1888att03_azul_sm|1888att03_azul_md|1888att03_azul_lg
1795apa05_azul,Colour,1795APA05 AZUL,active,Maaji,1,1,,1795apa05_azul_sm|1795apa05_azul_md|1795apa05_azul_lg
1883att02_azul,Colour,1883ATT02 AZUL,active,Maaji,1,1,,1883att02_azul_sm|1883att02_azul_md|1883att02_azul_lg
1892aly01_gris,Colour,1892ALY01 GRIS,active,Maaji,1,1,,1892aly01_gris_sm|1892aly01_gris_md|1892aly01_gris_lg
1869als03_gris,Colour,1869ALS03 GRIS,active,Maaji,1,1,,1869als03_gris_sm|1869als03_gris_md|1869als03_gris_lg
1889ahl01_gris,Colour,1889AHL01 GRIS,active,Maaji,1,1,,1889ahl01_gris_sm|1889ahl01_gris_md|1889ahl01_gris_lg
1868asb01_verde,Colour,1868ASB01 VERDE,active,Maaji,1,1,,1868asb01_verde_sm|1868asb01_verde_md|1868asb01_verde_lg
1760asb07_negro,Colour,1760ASB07 NEGRO,active,Maaji,1,1,,1760asb07_negro_sm|1760asb07_negro_md|1760asb07_negro_lg
1881asb01_verde,Colour,1881ASB01 VERDE,active,Maaji,1,1,,1881asb01_verde_sm|1881asb01_verde_md|1881asb01_verde_lg
1873asb01_negro,Colour,1873ASB01 NEGRO,active,Maaji,1,1,,1873asb01_negro_sm|1873asb01_negro_md|1873asb01_negro_lg
1765asb03_negro,Colour,1765ASB03 NEGRO,active,Maaji,1,1,,1765asb03_negro_sm|1765asb03_negro_md|1765asb03_negro_lg
1827asb04_verde,Colour,1827ASB04 VERDE,active,Maaji,1,1,,1827asb04_verde_sm|1827asb04_verde_md|1827asb04_verde_lg
1876ash02_gris,Colour,1876ASH02 GRIS,active,Maaji,1,1,,1876ash02_gris_xs|1876ash02_gris_sm|1876ash02_gris_md|1876ash02_gris_lg
1863alm04_verde,Colour,1863ALM04 VERDE,active,Maaji,1,1,,1863alm04_verde_xs|1863alm04_verde_sm|1863alm04_verde_md|1863alm04_verde_lg
1866alm02_verde,Colour,1866ALM02 VERDE,active,Maaji,1,1,,1866alm02_verde_xs|1866alm02_verde_sm|1866alm02_verde_md|1866alm02_verde_lg
1791alm02_verde,Colour,1791ALM02 VERDE,active,Maaji,1,1,,1791alm02_verde_xs|1791alm02_verde_sm|1791alm02_verde_md|1791alm02_verde_lg
1813alm08_gris,Colour,1813ALM08 GRIS,active,Maaji,1,1,,1813alm08_gris_xs|1813alm08_gris_sm|1813alm08_gris_md|1813alm08_gris_lg
1786alm05_verde,Colour,1786ALM05 VERDE,active,Maaji,1,1,,1786alm05_verde_xs|1786alm05_verde_sm|1786alm05_verde_md|1786alm05_verde_lg
1833all02_verde,Colour,1833ALL02 VERDE,active,Maaji,1,1,,1833all02_verde_xs|1833all02_verde_sm|1833all02_verde_md|1833all02_verde_lg
1823all03_negro,Colour,1823ALL03 NEGRO,active,Maaji,1,1,,1823all03_negro_xs|1823all03_negro_sm|1823all03_negro_md|1823all03_negro_lg
1877ajg01_negro,Colour,1877AJG01 NEGRO,active,Maaji,1,1,,1877ajg01_negro_sm|1877ajg01_negro_md|1877ajg01_negro_lg
1886ash03_verde,Colour,1886ASH03 VERDE,active,Maaji,1,1,,1886ash03_verde_xs|1886ash03_verde_sm|1886ash03_verde_md|1886ash03_verde_lg
1888att01_verde,Colour,1888ATT01 VERDE,active,Maaji,1,1,,1888att01_verde_sm|1888att01_verde_md|1888att01_verde_lg
1883att04_azul,Colour,1883ATT04 AZUL,active,Maaji,1,1,,1883att04_azul_sm|1883att04_azul_md|1883att04_azul_lg
1883att05_negro,Colour,1883ATT05 NEGRO,active,Maaji,1,1,,1883att05_negro_sm|1883att05_negro_md|1883att05_negro_lg
1892aly03_azul,Colour,1892ALY03 AZUL,active,Maaji,1,1,,1892aly03_azul_sm|1892aly03_azul_md|1892aly03_azul_lg
1880ats03_gris,Colour,1880ATS03 GRIS,active,Maaji,1,1,,1880ats03_gris_sm|1880ats03_gris_md|1880ats03_gris_lg
1869als01_aguamarina,Colour,1869ALS01 AGUAMARINA,active,Maaji,1,1,,1869als01_aguamarina_sm|1869als01_aguamarina_md|1869als01_aguamarina_lg
1890asa01_gris,Colour,1890ASA01 GRIS,active,Maaji,1,1,,1890asa01_gris_sm|1890asa01_gris_md|1890asa01_gris_lg
1864aly02_aguamarina,Colour,1864ALY02 AGUAMARINA,active,Maaji,1,1,,1864aly02_aguamarina_sm|1864aly02_aguamarina_md|1864aly02_aguamarina_lg
1865ahl02_aguamarina,Colour,1865AHL02 AGUAMARINA,active,Maaji,1,1,,1865ahl02_aguamarina_sm|1865ahl02_aguamarina_md|1865ahl02_aguamarina_lg
1878avs01_gris,Colour,1878AVS01 GRIS,active,Maaji,1,1,,1878avs01_gris_sm|1878avs01_gris_md|1878avs01_gris_lg
1845ajk02_verde,Colour,1845AJK02 VERDE,active,Maaji,1,1,,1845ajk02_verde_sm|1845ajk02_verde_md|1845ajk02_verde_lg
1885ash02_verde,Colour,1885ASH02 VERDE,active,Maaji,1,1,,1885ash02_verde_xs|1885ash02_verde_sm|1885ash02_verde_md|1885ash02_verde_lg
1871asb01_rosado,Colour,1871ASB01 ROSADO,active,Maaji,1,1,,1871asb01_rosado_sm|1871asb01_rosado_md|1871asb01_rosado_lg
1779asb05_gris,Colour,1779ASB05 GRIS,active,Maaji,1,1,,1779asb05_gris_sm|1779asb05_gris_md|1779asb05_gris_lg
1760asb06_gris,Colour,1760ASB06 GRIS,active,Maaji,1,1,,1760asb06_gris_sm|1760asb06_gris_md|1760asb06_gris_lg
1881asb02_gris,Colour,1881ASB02 GRIS,active,Maaji,1,1,,1881asb02_gris_sm|1881asb02_gris_md|1881asb02_gris_lg
1835alc03_gris,Colour,1835ALC03 GRIS,active,Maaji,1,1,,1835alc03_gris_xs|1835alc03_gris_sm|1835alc03_gris_md|1835alc03_gris_lg
1786alc06_rosado,Colour,1786ALC06 ROSADO,active,Maaji,1,1,,1786alc06_rosado_xs|1786alc06_rosado_sm|1786alc06_rosado_md|1786alc06_rosado_lg
1863alm05_gris,Colour,1863ALM05 GRIS,active,Maaji,1,1,,1863alm05_gris_xs|1863alm05_gris_sm|1863alm05_gris_md|1863alm05_gris_lg
1866alm01_gris,Colour,1866ALM01 GRIS,active,Maaji,1,1,,1866alm01_gris_xs|1866alm01_gris_sm|1866alm01_gris_md|1866alm01_gris_lg
1825alm04_negro,Colour,1825ALM04 NEGRO,active,Maaji,1,1,,1825alm04_negro_xs|1825alm04_negro_sm|1825alm04_negro_md|1825alm04_negro_lg
1823all04_gris,Colour,1823ALL04 GRIS,active,Maaji,1,1,,1823all04_gris_xs|1823all04_gris_sm|1823all04_gris_md|1823all04_gris_lg
1822all04_gris,Colour,1822ALL04 GRIS,active,Maaji,1,1,,1822all04_gris_xs|1822all04_gris_sm|1822all04_gris_md|1822all04_gris_lg
1795apa04_blanco,Colour,1795APA04 BLANCO,active,Maaji,1,1,,1795apa04_blanco_sm|1795apa04_blanco_md|1795apa04_blanco_lg
1888att02_blanco,Colour,1888ATT02 BLANCO,active,Maaji,1,1,,1888att02_blanco_sm|1888att02_blanco_md|1888att02_blanco_lg
1883att06_negro,Colour,1883ATT06 NEGRO,active,Maaji,1,1,,1883att06_negro_sm|1883att06_negro_md|1883att06_negro_lg
1883att01_blanco,Colour,1883ATT01 BLANCO,active,Maaji,1,1,,1883att01_blanco_sm|1883att01_blanco_md|1883att01_blanco_lg
1892aly02_anaranjado,Colour,1892ALY02 ANARANJADO,active,Maaji,1,1,,1892aly02_anaranjado_sm|1892aly02_anaranjado_md|1892aly02_anaranjado_lg
1880ats02_blanco,Colour,1880ATS02 BLANCO,active,Maaji,1,1,,1880ats02_blanco_sm|1880ats02_blanco_md|1880ats02_blanco_lg
1787aly04_gris,Colour,1787ALY04 GRIS,active,Maaji,1,1,,1787aly04_gris_sm|1787aly04_gris_md|1787aly04_gris_lg
1884aly01_blanco,Colour,1884ALY01 BLANCO,active,Maaji,1,1,,1884aly01_blanco_sm|1884aly01_blanco_md|1884aly01_blanco_lg
1869als02_rosado,Colour,1869ALS02 ROSADO,active,Maaji,1,1,,1869als02_rosado_sm|1869als02_rosado_md|1869als02_rosado_lg
1864aly01_blanco,Colour,1864ALY01 BLANCO,active,Maaji,1,1,,1864aly01_blanco_sm|1864aly01_blanco_md|1864aly01_blanco_lg
1865ahl01_blanco,Colour,1865AHL01 BLANCO,active,Maaji,1,1,,1865ahl01_blanco_sm|1865ahl01_blanco_md|1865ahl01_blanco_lg
1870ajk01_multicolor,Colour,1870AJK01 MULTICOLOR,active,Maaji,1,1,,1870ajk01_multicolor_sm|1870ajk01_multicolor_md|1870ajk01_multicolor_lg
1845ajk03_gris,Colour,1845AJK03 GRIS,active,Maaji,1,1,,1845ajk03_gris_sm|1845ajk03_gris_md|1845ajk03_gris_lg
1885ash01_gris,Colour,1885ASH01 GRIS,active,Maaji,1,1,,1885ash01_gris_xs|1885ash01_gris_sm|1885ash01_gris_md|1885ash01_gris_lg
