lv1_code,product_class_name,name,status,brand,image.1.url,image.1.description,image.1.is_primary,image.2.url,image.2.description,image.2.is_primary,image.3.url,image.3.description,image.3.is_primary,image.4.url,image.4.description,image.4.is_primary,image.5.url,image.5.description,image.5.is_primary,image.6.url,image.6.description,image.6.is_primary,attribute.saya_color.single_option,variation_children_code
1871ASB01_red,Colour,1871ASB01_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229757/Summer2018/1871ASB01_red_3.jpg,1871ASB01_red_3,,https://res.cloudinary.com/maaji/image/upload/v1518229752/Summer2018/1871ASB01_red_4.jpg,1871ASB01_red_4,,,,,,,,,,,,,,red,1871ASB01_red_sm|1871ASB01_red_md|1871ASB01_red_lg
1779ASB05_red,Colour,1779ASB05_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804630/Summer2018/1779ASB05_red_3.jpg,1779ASB05_red_3,,https://res.cloudinary.com/maaji/image/upload/v1517804679/Summer2018/1779ASB05_red_4.jpg,1779ASB05_red_4,,,,,,,,,,,,,,red,1779ASB05_red_sm|1779ASB05_red_md|1779ASB05_red_lg
1760ASB06_black,Colour,1760ASB06_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804565/Summer2018/1760ASB06_black_3.jpg,1760ASB06_black_3,,https://res.cloudinary.com/maaji/image/upload/v1517804565/Summer2018/1760ASB06_black_4.jpg,1760ASB06_black_4,,,,,,,,,,,,,,black,1760ASB06_black_sm|1760ASB06_black_md|1760ASB06_black_lg
1881ASB02_black,Colour,1881ASB02_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317198/Summer2018/1881ASB02_black_3.jpg,1881ASB02_black_3,,https://res.cloudinary.com/maaji/image/upload/v1518317182/Summer2018/1881ASB02_black_4.jpg,1881ASB02_black_4,,,,,,,,,,,,,,black,1881ASB02_black_sm|1881ASB02_black_md|1881ASB02_black_lg
1835ALC03_black,Colour,1835ALC03_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229251/Summer2018/1835ALC03_black_1.jpg,1835ALC03_black_1,,https://res.cloudinary.com/maaji/image/upload/v1518229251/Summer2018/1835ALC03_black_2.jpg,1835ALC03_black_2,,,,,,,,,,,,,,black,1835ALC03_black_xs|1835ALC03_black_sm|1835ALC03_black_md|1835ALC03_black_lg
1786ALC06_red,Colour,1786ALC06_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804762/Summer2018/1786ALC06_red_1.jpg,1786ALC06_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517804795/Summer2018/1786ALC06_red_2.jpg,1786ALC06_red_2,,,,,,,,,,,,,,red,1786ALC06_red_xs|1786ALC06_red_sm|1786ALC06_red_md|1786ALC06_red_lg
1863ALM05_black,Colour,1863ALM05_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229316/Summer2018/1863ALM05_black_1.jpg,1863ALM05_black_1,,https://res.cloudinary.com/maaji/image/upload/v1518229322/Summer2018/1863ALM05_black_2.jpg,1863ALM05_black_2,,,,,,,,,,,,,,black,1863ALM05_black_xs|1863ALM05_black_sm|1863ALM05_black_md|1863ALM05_black_lg
1866ALM01_black,Colour,1866ALM01_black,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229396/Summer2018/1866ALM01_black_1.jpg,1866ALM01_black_1,,https://res.cloudinary.com/maaji/image/upload/v1518229359/Summer2018/1866ALM01_black_2.jpg,1866ALM01_black_2,,https://res.cloudinary.com/maaji/image/upload/v1518229341/Summer2018/1866ALM01_black_5.jpg,1866ALM01_black_5,,,,,,,,,,,black,1866ALM01_black_xs|1866ALM01_black_sm|1866ALM01_black_md|1866ALM01_black_lg
1825ALM04_red,Colour,1825ALM04_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804995/Summer2018/1825ALM04_red_1.jpg,1825ALM04_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517804991/Summer2018/1825ALM04_red_2.jpg,1825ALM04_red_2,,,,,,,,,,,,,,red,1825ALM04_red_xs|1825ALM04_red_sm|1825ALM04_red_md|1825ALM04_red_lg
1823ALL04_red,Colour,1823ALL04_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804969/Summer2018/1823ALL04_red_1.jpg,1823ALL04_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517804980/Summer2018/1823ALL04_red_2.jpg,1823ALL04_red_2,,,,,,,,,,,,,,red,1823ALL04_red_xs|1823ALL04_red_sm|1823ALL04_red_md|1823ALL04_red_lg
1822ALL04_red,Colour,1822ALL04_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804934/Summer2018/1822ALL04_red_1.jpg,1822ALL04_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517804921/Summer2018/1822ALL04_red_2.jpg,1822ALL04_red_2,,,,,,,,,,,,,,red,1823ALL04_red_xs|1823ALL04_red_sm|1823ALL04_red_md|1823ALL04_red_lg
1795APA04_white,Colour,1795APA04_white,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804877/Summer2018/1795APA04_white_1.jpg,1795APA04_white_1,,https://res.cloudinary.com/maaji/image/upload/v1517804876/Summer2018/1795APA04_white_2.jpg,1795APA04_white_2,,,,,,,,,,,,,,white,1795APA04_white_sm|1795APA04_white_md|1795APA04_white_lg
1888ATT02_white,Colour,1888ATT02_white,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317370/Summer2018/1888ATT02_white_3.jpg,1888ATT02_white_3,,https://res.cloudinary.com/maaji/image/upload/v1518317402/Summer2018/1888ATT02_white_4.jpg,1888ATT02_white_4,,,,,,,,,,,,,,white,1888ATT02_white_sm|1888ATT02_white_md|1888ATT02_white_lg
1883ATT06_red,Colour,1883ATT06_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317392/Summer2018/1883ATT06_red_3.jpg,1883ATT06_red_3,,https://res.cloudinary.com/maaji/image/upload/v1518317294/Summer2018/1883ATT06_red_4.jpg,1883ATT06_red_4,,,,,,,,,,,,,,red,1883ATT06_red_sm|1883ATT06_red_md|1883ATT06_red_lg
1883ATT01_white,Colour,1883ATT01_white,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317218/Summer2018/1883ATT01_white_3.jpg,1883ATT01_white_3,,https://res.cloudinary.com/maaji/image/upload/v1518317209/Summer2018/1883ATT01_white_4.jpg,1883ATT01_white_4,,,,,,,,,,,,,,white,1883ATT01_white_sm|1883ATT01_white_md|1883ATT01_white_lg
1892ALY02_red,Colour,1892ALY02_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517944435/Summer2018/1892ALY02_red_1.jpg,1892ALY02_red_1,,https://res.cloudinary.com/maaji/image/upload/v1517944436/Summer2018/1892ALY02_red_2.jpg,1892ALY02_red_2,,,,,,,,,,,,,,red,1892ALY02_red_sm|1892ALY02_red_md|1892ALY02_red_lg
1880ATS02_white,Colour,1880ATS02_white,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317121/Summer2018/1880ATS02_white_3.jpg,1880ATS02_white_3,,https://res.cloudinary.com/maaji/image/upload/v1518317116/Summer2018/1880ATS02_white_4.jpg,1880ATS02_white_4,,,,,,,,,,,,,,white,1880ATS02_white_sm|1880ATS02_white_md|1880ATS02_white_lg
1787ALY04_red,Colour,1787ALY04_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1517804688/Summer2018/1787ALY04_red_3.jpg,1787ALY04_red_3,,https://res.cloudinary.com/maaji/image/upload/v1517804723/Summer2018/1787ALY04_red_4.jpg,1787ALY04_red_4,,,,,,,,,,,,,,red,1787ALY04_red_sm|1787ALY04_red_md|1787ALY04_red_lg
1884ALY01_white,Colour,1884ALY01_white,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518317340/Summer2018/1884ALY01_white_3.jpg,1884ALY01_white_3,,https://res.cloudinary.com/maaji/image/upload/v1518317306/Summer2018/1884ALY01_white_4.jpg,1884ALY01_white_4,,,,,,,,,,,,,,white,1884ALY01_white_sm|1884ALY01_white_md|1884ALY01_white_lg
1869ALS02_red,Colour,1869ALS02_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229725/Summer2018/1869ALS02_red_3.jpg,1869ALS02_red_3,,https://res.cloudinary.com/maaji/image/upload/v1518229711/Summer2018/1869ALS02_red_4.jpg,1869ALS02_red_4,,,,,,,,,,,,,,red,1869ALS02_red_sm|1869ALS02_red_md|1869ALS02_red_lg
1864ALY01_white,Colour,1864ALY01_white,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229552/Summer2018/1864ALY01_white_3.jpg,1864ALY01_white_3,,https://res.cloudinary.com/maaji/image/upload/v1518229616/Summer2018/1864ALY01_white_4.jpg,1864ALY01_white_4,,,,,,,,,,,,,,white,1864ALY01_white_sm|1864ALY01_white_md|1864ALY01_white_lg
1865AHL01_white,Colour,1865AHL01_white,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229646/Summer2018/1865AHL01_white_3.jpg,1865AHL01_white_3,,https://res.cloudinary.com/maaji/image/upload/v1518229644/Summer2018/1865AHL01_white_4.jpg,1865AHL01_white_3,,,,,,,,,,,,,,white,1865AHL01_white_sm|1865AHL01_white_md|1865AHL01_white_lg
1870AJK01_red,Colour,1870AJK01_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229747/Summer2018/1870AJK01_red_3.jpg,1870AJK01_red_3,,https://res.cloudinary.com/maaji/image/upload/v1518229758/Summer2018/1870AJK01_red_4.jpg,1870AJK01_red_4,,,,,,,,,,,,,,red,1870AJK01_red_sm|1870AJK01_red_md|1870AJK01_red_lg
1845AJK03_red,Colour,1845AJK03_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518229564/Summer2018/1845AJK03_red_3.jpg,1845AJK03_red_3,,https://res.cloudinary.com/maaji/image/upload/v1518229545/Summer2018/1845AJK03_red_4.jpg,1845AJK03_red_3,,,,,,,,,,,,,,red,1845AJK03_red_sm|1845AJK03_red_md|1845AJK03_red_lg
1885ASH01_red,Colour,1885ASH01_red,active,Maaji,https://res.cloudinary.com/maaji/image/upload/v1518316786/Summer2018/1885ASH01_red_1.jpg,1885ASH01_red_1,,https://res.cloudinary.com/maaji/image/upload/v1518316803/Summer2018/1885ASH01_red_2.jpg,1885ASH01_red_2,,,,,,,,,,,,,,red,1885ASH01_red_xs|1885ASH01_red_sm|1885ASH01_red_md|1885ASH01_red_lg
