lv1_code,product_class_name,name,status,brand,attribute.dw_size_code.single_option,attribute.saya_ean.string,attribute.saya_size.single_option,price_item.1.amount,price_item.1.price_book
2061SBC03_black_md,Size,2061SBC03_black_md,active,Maaji,MEDIO,7702781034313,MEDIO,126000,COP Price
2061SBC03_black_lg,Size,2061SBC03_black_lg,active,Maaji,GRANDE,7702781034320,GRANDE,126000,COP Price
2061SCC03_black_sm,Size,2061SCC03_black_sm,active,Maaji,PEQUEÑO,7702781047313,PEQUEÑO,126000,COP Price
2061SCC03_black_md,Size,2061SCC03_black_md,active,Maaji,MEDIO,7702781047320,MEDIO,126000,COP Price
2061SCC03_black_lg,Size,2061SCC03_black_lg,active,Maaji,GRANDE,7702781047337,GRANDE,126000,COP Price
2041SAC07_black_sm,Size,2041SAC07_black_sm,active,Maaji,PEQUEÑO,7702781033545,PEQUEÑO,126000,COP Price
2041SAC07_black_md,Size,2041SAC07_black_md,active,Maaji,MEDIO,7702781033552,MEDIO,126000,COP Price
2041SAC07_black_lg,Size,2041SAC07_black_lg,active,Maaji,GRANDE,7702781033569,GRANDE,126000,COP Price
2041SBC07_black_sm,Size,2041SBC07_black_sm,active,Maaji,PEQUEÑO,7702781048051,PEQUEÑO,126000,COP Price
2041SBC07_black_md,Size,2041SBC07_black_md,active,Maaji,MEDIO,7702781048068,MEDIO,126000,COP Price
2041SBC07_black_lg,Size,2041SBC07_black_lg,active,Maaji,GRANDE,7702781048075,GRANDE,126000,COP Price
2047SBC05_black_sm,Size,2047SBC05_black_sm,active,Maaji,PEQUEÑO,7702781035396,PEQUEÑO,126000,COP Price
2047SBC05_black_md,Size,2047SBC05_black_md,active,Maaji,MEDIO,7702781035402,MEDIO,126000,COP Price
2047SBC05_black_lg,Size,2047SBC05_black_lg,active,Maaji,GRANDE,7702781035419,GRANDE,126000,COP Price
2047SCC05_black_sm,Size,2047SCC05_black_sm,active,Maaji,PEQUEÑO,7702781047269,PEQUEÑO,126000,COP Price
2047SCC05_black_md,Size,2047SCC05_black_md,active,Maaji,MEDIO,7702781047276,MEDIO,126000,COP Price
2047SCC05_black_lg,Size,2047SCC05_black_lg,active,Maaji,GRANDE,7702781047283,GRANDE,126000,COP Price
3007SAC17_blue_sm,Size,3007SAC17_blue_sm,active,Maaji,PEQUEÑO,7702781040222,PEQUEÑO,95000,COP Price
3007SAC17_blue_md,Size,3007SAC17_blue_md,active,Maaji,MEDIO,7702781040239,MEDIO,95000,COP Price
3007SAC17_blue_lg,Size,3007SAC17_blue_lg,active,Maaji,GRANDE,7702781040246,GRANDE,95000,COP Price
3007SBC17_blue_sm,Size,3007SBC17_blue_sm,active,Maaji,PEQUEÑO,7702781055288,PEQUEÑO,95000,COP Price
3007SBC17_blue_md,Size,3007SBC17_blue_md,active,Maaji,MEDIO,7702781055295,MEDIO,95000,COP Price
3007SBC17_blue_lg,Size,3007SBC17_blue_lg,active,Maaji,GRANDE,7702781055301,GRANDE,95000,COP Price
3007SCC17_blue_sm,Size,3007SCC17_blue_sm,active,Maaji,PEQUEÑO,7702781055233,PEQUEÑO,95000,COP Price
3007SCC17_blue_md,Size,3007SCC17_blue_md,active,Maaji,MEDIO,7702781055240,MEDIO,95000,COP Price
3007SCC17_blue_lg,Size,3007SCC17_blue_lg,active,Maaji,GRANDE,7702781055257,GRANDE,95000,COP Price
3007SDC17_blue_sm,Size,3007SDC17_blue_sm,active,Maaji,PEQUEÑO,7702781055189,PEQUEÑO,95000,COP Price
3007SDC17_blue_md,Size,3007SDC17_blue_md,active,Maaji,MEDIO,7702781055196,MEDIO,95000,COP Price
3007SDC17_blue_lg,Size,3007SDC17_blue_lg,active,Maaji,GRANDE,7702781055202,GRANDE,95000,COP Price
3039SBC05_blue_sm,Size,3039SBC05_blue_sm,active,Maaji,PEQUEÑO,7702781055486,PEQUEÑO,95000,COP Price
3039SBC05_blue_md,Size,3039SBC05_blue_md,active,Maaji,MEDIO,7702781055493,MEDIO,95000,COP Price
3039SBC05_blue_lg,Size,3039SBC05_blue_lg,active,Maaji,GRANDE,7702781055509,GRANDE,95000,COP Price
3039SCC05_blue_sm,Size,3039SCC05_blue_sm,active,Maaji,PEQUEÑO,7702781055332,PEQUEÑO,95000,COP Price
3039SCC05_blue_md,Size,3039SCC05_blue_md,active,Maaji,MEDIO,7702781055349,MEDIO,95000,COP Price
3039SCC05_blue_lg,Size,3039SCC05_blue_lg,active,Maaji,GRANDE,7702781055356,GRANDE,95000,COP Price
3039SDC05_blue_sm,Size,3039SDC05_blue_sm,active,Maaji,PEQUEÑO,7702781040178,PEQUEÑO,95000,COP Price
3039SDC05_blue_md,Size,3039SDC05_blue_md,active,Maaji,MEDIO,7702781040185,MEDIO,95000,COP Price
3039SDC05_blue_lg,Size,3039SDC05_blue_lg,active,Maaji,GRANDE,7702781040192,GRANDE,95000,COP Price
3052SBC03_pink_sm,Size,3052SBC03_pink_sm,active,Maaji,PEQUEÑO,7702781032180,PEQUEÑO,100000,COP Price
3052SBC03_pink_md,Size,3052SBC03_pink_md,active,Maaji,MEDIO,7702781032197,MEDIO,100000,COP Price
3052SBC03_pink_lg,Size,3052SBC03_pink_lg,active,Maaji,GRANDE,7702781032203,GRANDE,100000,COP Price
3052SDC03_pink_sm,Size,3052SDC03_pink_sm,active,Maaji,PEQUEÑO,7702781054687,PEQUEÑO,100000,COP Price
