lv1_code,product_class_name,name,status,brand,category.1.path,category.1.category_set,attribute.country_of_origin.string,attribute.description.html,attribute.saya_collection.single_option,attribute.saya_country.string,attribute.saya_fabric_content.single_option,attribute.saya_group.single_option,attribute.saya_line.single_option,attribute.saya_long_description.html,attribute.saya_occasion.multi_option,attribute.saya_product_department.string,attribute.saya_product_line.single_option,attribute.saya_product_status.string,attribute.saya_season.single_option,attribute.saya_tariff_code.string,variation_children_code
2110SDC03,Style,2110SDC03,active,Maaji,WOMENS CHI CHI CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 47% NYLON 44% POLYESTER 9% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,SUNDOWN SOCIETY,,WOMEN,SWIMWEAR,active,2018,6112410000,2110SDC03-orange
2112SFA02,Style,2112SFA02,active,Maaji,WOMENS FASHION TOP,default,Colombia,,SUMMER,Colombia,WOMENS TOPSWIMWEAR ONEPIECE 50%NYLON 39%POLYESTER 9%SPANDEX 1%PET 1%ACRYLIC KNIT,SWIMWEAR,SWIMWEAR,BLUE CACIQUE,,WOMEN,SWIMWEAR,active,2018,6112410000,2112SFA02-blue
2114SAC03,Style,2114SAC03,active,Maaji,WOMENS HIPSTER CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 86% NYLON 14% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,WAYUU ALLURE,,WOMEN,SWIMWEAR,active,2018,6112410000,2114SAC03-red
2114SBC03,Style,2114SBC03,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 86% NYLON 14% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,WAYUU ALLURE,,WOMEN,SWIMWEAR,active,2018,6112410000,2114SBC03-red
2119SOH02,Style,2119SOH02,active,Maaji,WOMENS ONE PIECE/HIGH RISE,default,Colombia,,SUMMER,Colombia,WOMENS SWIMWEAR ONE PIECE 86% NYLON 14% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,RIOHACHA VILLAGE,,WOMEN,SWIMWEAR,active,2018,6112410000,2119SOH02-blue
2119SOR02,Style,2119SOR02,active,Maaji,WOMENS ONE PIECE/REGULAR RISE,default,Colombia,,SUMMER,Colombia,WOMENS SWIMWEAR ONE PIECE 86% NYLON 14% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,RIOHACHA VILLAGE,,WOMEN,SWIMWEAR,active,2018,6112410000,2119SOR02-blue
2122SOB02,Style,2122SOB02,active,Maaji,WOMENS SURFER ONE PIECE/SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS SWIMWEAR ONE PIECE 87% NYLON 13% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,PUNTA BAY,,WOMEN,SWIMWEAR,active,2018,6112410000,2122SOB02-black
2122SOC02,Style,2122SOC02,active,Maaji,WOMENS SURFER ONE PIECE/SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS SWIMWEAR ONE PIECE 87% NYLON 13% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,PUNTA BAY,,WOMEN,SWIMWEAR,active,2018,6112410000,2122SOC02-black
2131SUN02,Style,2131SUN02,active,Maaji,WOMENS UNDERWIRE,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 88% NYLON 12% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,CURUBA TROPICA,,WOMEN,SWIMWEAR,active,2018,6112410000,2131SUN02-red
2131SUN03,Style,2131SUN03,active,Maaji,WOMENS UNDERWIRE,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 87% NYLON 13% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,CURUBA HIBISCUS,,WOMEN,SWIMWEAR,active,2018,6112410000,2131SUN03-orange
2135SSF03,Style,2135SSF03,active,Maaji,WOMENS SURF SHORTS,default,Colombia,,SUMMER,Colombia,WOMENS SHORT 92% NYLON 8% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,DAHLIA JUNGLE,,WOMEN,SWIMWEAR,active,2018,6104630000,2135SSF03-red
2153SUN02,Style,2153SUN02,active,Maaji,WOMENS UNDERWIRE,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 90% NYLON 10% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,GUAJIRA PARK,,WOMEN,SWIMWEAR,active,2018,6112410000,2153SUN02-red
2161SFA02,Style,2161SFA02,active,Maaji,WOMENS FASHION TOP,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 86% NYLON 14% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,AFTERLIFE ISLAND,,WOMEN,SWIMWEAR,active,2018,6112410000,2161SFA02-black
2162SFA02,Style,2162SFA02,active,Maaji,WOMENS FASHION TOP,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 82% NYLON 18% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,ARAWAKS ROCKS,,WOMEN,SWIMWEAR,active,2018,6112410000,2162SFA02-blue
2164SRA02,Style,2164SRA02,active,Maaji,WOMENS RASHGUARD,default,Colombia,,SUMMER,Colombia,WOMENS RASHGUARD 92% NYLON 8% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,MEDITERRANEAN BLUE DIVER,,WOMEN,SWIMWEAR,active,2018,6110309000,2164SRA02-blue
2166SOH01,Style,2166SOH01,active,Maaji,WOMENS ONE PIECE/HIGH RISE,default,Colombia,,SUMMER,Colombia,WOMENS SWIMWEAR ONE PIECE 85%NYLON 12%SPANDEX 1% POLYESTER 1%PET 1%ACRYLIC KNIT,SWIMWEAR,SWIMWEAR,CAPE LA VELA,,WOMEN,SWIMWEAR,active,2018,6112410000,2166SOH01-red
2166SOR01,Style,2166SOR01,active,Maaji,WOMENS ONE PIECE/REGULAR RISE,default,Colombia,,SUMMER,Colombia,WOMENS SWIMWEAR ONE PIECE 85%NYLON 12%SPANDEX 1% POLYESTER 1%PET 1%ACRYLIC KNIT,SWIMWEAR,SWIMWEAR,CAPE LA VELA,,WOMEN,SWIMWEAR,active,2018,6112410000,2166SOR01-red
2167SFT01,Style,2167SFT01,active,Maaji,WOMENS FIXED TRIANGLE,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,RED LEAVES,,WOMEN,SWIMWEAR,active,2018,6112410000,2167SFT01-red
2168SBC01,Style,2168SBC01,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 83% NYLON 17% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,RED LEAVES,,WOMEN,SWIMWEAR,active,2018,6112410000,2168SBC01-red
2168SBC02,Style,2168SBC02,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 83% NYLON 17% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,OASIS GARDEN,,WOMEN,SWIMWEAR,active,2018,6112410000,2168SBC02-orange
2168SCC01,Style,2168SCC01,active,Maaji,WOMENS CHEEKY CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 83% NYLON 17% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,RED LEAVES,,WOMEN,SWIMWEAR,active,2018,6112410000,2168SCC01-red
2168SDC02,Style,2168SDC02,active,Maaji,WOMENS CHI CHI CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 83% NYLON 17% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,OASIS GARDEN,,WOMEN,SWIMWEAR,active,2018,6112410000,2168SDC02-orange
2169SBA01,Style,2169SBA01,active,Maaji,WOMENS BANDEAU,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 88% NYLON 12% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,FLOWERY KNOTS,,WOMEN,SWIMWEAR,active,2018,6112410000,2169SBA01-red
2170SSE01,Style,2170SSE01,active,Maaji,WOMENS SLIDING TRIANGLE,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 89% NYLON 11% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,ANDALUSIA FRILLS,,WOMEN,SWIMWEAR,active,2018,6112410000,2170SSE01-red
2171SFH01,Style,2171SFH01,active,Maaji,WOMENS FIXED HALTER,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 83% NYLON 17% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,WAYUU ALLURE,,WOMEN,SWIMWEAR,active,2018,6112410000,2171SFH01-red
2172SBC01,Style,2172SBC01,active,Maaji,WOMENS SIGNATURE CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 87% NYLON 13% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,ANDALUSIA FRILLS,,WOMEN,SWIMWEAR,active,2018,6112410000,2172SBC01-red
2172SDC01,Style,2172SDC01,active,Maaji,WOMENS CHI CHI CUT,default,Colombia,,SUMMER,Colombia,WOMENS BOTTOM SWIMWEAR ONE PIECE 87% NYLON 13% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,ANDALUSIA FRILLS,,WOMEN,SWIMWEAR,active,2018,6112410000,2172SDC01-red
2173SFA01,Style,2173SFA01,active,Maaji,WOMENS FASHION TOP,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 85% NYLON 15% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,SPANISH EXPLORER,,WOMEN,SWIMWEAR,active,2018,6112410000,2173SFA01-black
2174SLT01,Style,2174SLT01,active,Maaji,WOMENS LONG LINE FIXED TRIANGLE,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 87% NYLON 13% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,GARDEN PILOT,,WOMEN,SWIMWEAR,active,2018,6112410000,2174SLT01-black
2175SFA01,Style,2175SFA01,active,Maaji,WOMENS FASHION TOP,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 74% NYLON 18% POLYESTER 8% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,PEARL PROVINCE,,WOMEN,SWIMWEAR,active,2018,6112410000,2175SFA01-black
2176SRA01,Style,2176SRA01,active,Maaji,WOMENS RASHGUARD,default,Colombia,,SUMMER,Colombia,WOMENS RASHGUARD 92% NYLON 8% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,MYSTERY FOUNTAIN,,WOMEN,SWIMWEAR,active,2018,6110309000,2176SRA01-black
2177SFA01,Style,2177SFA01,active,Maaji,WOMENS FASHION TOP,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 49% NYLON 37% POLYESTER 14% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,RALLY RACERS,,WOMEN,SWIMWEAR,active,2018,6112410000,2177SFA01-blue
2178SUN01,Style,2178SUN01,active,Maaji,WOMENS UNDERWIRE,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 93% NYLON 7% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,HIDDEN LAGOON,,WOMEN,SWIMWEAR,active,2018,6112410000,2178SUN01-blue
2179SSE01,Style,2179SSE01,active,Maaji,WOMENS SLIDING TRIANGLE,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 83% NYLON 17% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,SUNNY RIDES,,WOMEN,SWIMWEAR,active,2018,6112410000,2179SSE01-blue
2180SFT01,Style,2180SFT01,active,Maaji,WOMENS FIXED TRIANGLE,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 93% NYLON 7% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,AMERICAN FLAMINGOS,,WOMEN,SWIMWEAR,active,2018,6112410000,2180SFT01-blue
2181SBA01,Style,2181SBA01,active,Maaji,WOMENS BANDEAU,default,Colombia,,SUMMER,Colombia,WOMENS TOP SWIMWEAR ONE PIECE 54% NYLON 30% POLYESTER 16% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,WHEELS AND FRILLS,,WOMEN,SWIMWEAR,active,2018,6112410000,2181SBA01-blue
2182SOH01,Style,2182SOH01,active,Maaji,WOMENS ONE PIECE/HIGH RISE,default,Colombia,,SUMMER,Colombia,WOMENS SWIMWEAR ONE PIECE 92% NYLON 8% SPANDEX KNIT,SWIMWEAR,SWIMWEAR,DESERT COMMAND,,WOMEN,SWIMWEAR,active,2018,6112410000,2182SOH01-orange
