lv1_code,product_class_name,name,status,brand,category.1.path,category.1.category_set,attribute.country_of_origin.string,attribute.saya_collection.single_option,attribute.saya_country.single_option,attribute.saya_fabric_content.string,attribute.saya_group.single_option,attribute.saya_line.single_option,attribute.saya_long_description.html,attribute.saya_product_department.single_option,attribute.saya_product_status.string,attribute.saya_season.single_option,attribute.saya_tariff_code.string,variation_children_code
1827ASB04,3 Level Product Style,1827ASB04,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 46% NYLON 28% POLYESTER 26% SPANDEX KNIT,SUMMER,ACTIVE,INERTIA EVERGREEN,WOMEN,active,2018,6114300000,1827ASB04_green
1876ASH02,3 Level Product Style,1876ASH02,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SHORT 84% NYLON 16% SPANDEX KNIT,SUMMER,ACTIVE,CONVERT SPACED CHARCOAL,WOMEN,active,2018,6104630000,1876ASH02_black
1863ALM04,3 Level Product Style,1863ALM04,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 84% POLYESTER 14% SPANDEX 2% COTTON KNIT,SUMMER,ACTIVE,GLOWING LEAF EVERGREEN,WOMEN,active,2018,6104630000,1863ALM04_green
1866ALM02,3 Level Product Style,1866ALM02,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 80% POLYESTER 20% SPANDEX KNIT,SUMMER,ACTIVE,NATIVE REVERSE PALMS EVERGREEN,WOMEN,active,2018,6104630000,1866ALM02_green
1791ALM02,3 Level Product Style,1791ALM02,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 58% NYLON 33% SPANDEX 7% POLYESTER 2% COTTON KNIT,SUMMER,ACTIVE,SIREN EVERGREEN,WOMEN,active,2018,6104630000,1791ALM02_green
1813ALM08,3 Level Product Style,1813ALM08,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 69% NYLON 16% SPANDEX 10% POLYESTER 5% COTTON KNIT,SUMMER,ACTIVE,DAZEFUL SWITCHBACK CHARCOAL EMANA,WOMEN,active,2018,6104630000,1813ALM08_green
1786ALM05,3 Level Product Style,1786ALM05,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 84% POLYESTER 14% SPANDEX 2% COTTON KNIT,SUMMER,ACTIVE,DAZZLING JUNGLE,WOMEN,active,2018,6104630000,1786ALM05_green
1833ALL02,3 Level Product Style,1833ALL02,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 67% NYLON 27% SPANDEX 5% POLYESTER 1% COTTON KNIT,SUMMER,ACTIVE,SCOOPE EVERGREEN,WOMEN,active,2018,6104630000,1833ALL02_green
1823ALL03,3 Level Product Style,1823ALL03,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 77% NYLON 16% SPANDEX 7% POLYESTER KNIT,SUMMER,ACTIVE,BANNER CHARCOAL EMANA,WOMEN,active,2018,6104630000,1823ALL03_black
1877AJG01,3 Level Product Style,1877AJG01,active,Maaji,ACTIVE > TRAVEL,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 94% NYLON 6% SPANDEX KNIT,SUMMER,ACTIVE,CANYON BLACK,WOMEN,active,2018,6104630000,1877AJG01_green
1886ASH03,3 Level Product Style,1886ASH03,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SHORT 73% NYLON 21% SPANDEX 6% POLYESTER KNIT,SUMMER,ACTIVE,SPRINTER WINGS EVERGREEN,WOMEN,active,2018,6104630000,1886ASH03_green
1888ATT01,3 Level Product Style,1888ATT01,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TANK TOP 70% NYLON 20% SPANDEX 10% COTTON KNIT,SUMMER,ACTIVE,EDEN EVERGREEN,WOMEN,active,2018,6114300000,1888ATT01_green
1883ATT04,3 Level Product Style,1883ATT04,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TANK TOP 100% COTTON KNIT,SUMMER,ACTIVE,UTOPIA MINT,WOMEN,active,2018,6114200000,1883ATT04_blue
1883ATT05,3 Level Product Style,1883ATT05,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TANK TOP 100% COTTON KNIT,SUMMER,ACTIVE,UTOPIA BLACK,WOMEN,active,2018,6114200000,1883ATT05_black
1892ALY03,3 Level Product Style,1892ALY03,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS LAYER 50% COTTON 50% MODAL KNIT,SUMMER,ACTIVE,SCENT DIP DYE LILAC,WOMEN,active,2018,6114300000,1892ALY03_blue
1880ATS03,3 Level Product Style,1880ATS03,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS T-SHIRT 100% COTTON KNIT,SUMMER,ACTIVE,EARTH T GRAY,WOMEN,active,2018,6109100000,1880ATS03_black
1869ALS01,3 Level Product Style,1869ALS01,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS LONG SLEEVE TOP 50% COTTON 50% MODAL KNIT,SUMMER,ACTIVE,CHAI EVERGREEN,WOMEN,active,2018,6114300000,1869ALS01_green
1890ASA01,3 Level Product Style,1890ASA01,active,Maaji,ACTIVE > TRAVEL,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SWEATSHIRT 56% COTTON 44% POLYESTER KNIT,SUMMER,ACTIVE,WINK GRAY,WOMEN,active,2018,6110201000,1890ASA01_green
1864ALY02,3 Level Product Style,1864ALY02,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS LAYER 70% ACRYLIC 30% COTTON KNIT,SUMMER,ACTIVE,DUNES EVERGREEN,WOMEN,active,2018,6106200000,1864ALY02_green
1865AHL02,3 Level Product Style,1865AHL02,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS LONG SLEEVE HOODIE 70% ACRYLIC 30% COTTON KNIT,SUMMER,ACTIVE,SANDY EVERGREEN,WOMEN,active,2018,6110301000,1865AHL02_green
1878AVS01,3 Level Product Style,1878AVS01,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS VEST 58% POLYESTER 33% NYLON 9% SPANDEX WOVEN,SUMMER,ACTIVE,SLICKER GRAY,WOMEN,active,2018,6217100000,1878AVS01_black
1845AJK02,3 Level Product Style,1845AJK02,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS JACKET 45% POLYESTER 44% NYLON 11% SPANDEX WOVEN,SUMMER,ACTIVE,EIGHT TRACK SPOTTED EVERGREEN,WOMEN,active,2018,6202930000,1845AJK02_green
1885ASH02,3 Level Product Style,1885ASH02,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SHORT 69% POLYESTER 24% NYLON 7% SPANDEX WOVEN,SUMMER,ACTIVE,BOOST SPOTTED EVERGREEN,WOMEN,active,2018,6204630000,1885ASH02_green
1871ASB01,3 Level Product Style,1871ASB01,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 70% NYLON 30% SPANDEX KNIT,SUMMER,ACTIVE,VITAL FLORA ROSE,WOMEN,active,2018,6114300000,1871ASB01_red
1779ASB05,3 Level Product Style,1779ASB05,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 70% NYLON 30% SPANDEX KNIT,SUMMER,ACTIVE,RIPPLE ROSE,WOMEN,active,2018,6114300000,1779ASB05_red
1760ASB06,3 Level Product Style,1760ASB06,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 41% NYLON 40% SPANDEX 19% POLYESTER KNIT,SUMMER,ACTIVE,TWIST LEAF ROSE,WOMEN,active,2018,6114300000,1760ASB06_black
1881ASB02,3 Level Product Style,1881ASB02,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SPORTS BRA 80% POLYESTER 20% SPANDEX KNIT,SUMMER,ACTIVE,AGAVE PALMS ROSE,WOMEN,active,2018,6109900000,1881ASB02_black
1835ALC03,3 Level Product Style,1835ALC03,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SHORT PANTS 77% NYLON 20% SPANDEX 3% POLYESTER KNIT,SUMMER,ACTIVE,CURRENT CHALK EMANA,WOMEN,active,2018,6104630000,1835ALC03_black
1786ALC06,3 Level Product Style,1786ALC06,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 50% SPANDEX 42% NYLON 6% POLYESTER 2% COTTON KNIT,SUMMER,ACTIVE,DAZZLING FLORAL ROSE,WOMEN,active,2018,6104630000,1786ALC06_red
1863ALM05,3 Level Product Style,1863ALM05,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 77% POLYESTER 14% SPANDEX 8% NYLON 1% COTTON KNIT,SUMMER,ACTIVE,GLOWING LEAF GRAY,WOMEN,active,2018,6104630000,1863ALM05_black
1866ALM01,3 Level Product Style,1866ALM01,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 80% POLYESTER 20% SPANDEX KNIT,SUMMER,ACTIVE,NATIVE REVERSE PALMS ROSE,WOMEN,active,2018,6104630000,1866ALM01_black
1825ALM04,3 Level Product Style,1825ALM04,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 62% NYLON 36% SPANDEX 2% COTTON KNIT,SUMMER,ACTIVE,CROCHETTA DARK GRAY,WOMEN,active,2018,6104630000,1825ALM04_red
1823ALL04,3 Level Product Style,1823ALL04,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 57% NYLON 31% SPANDEX 12% POLYESTER KNIT,SUMMER,ACTIVE,BANNER DARK GRAY,WOMEN,active,2018,6104630000,1823ALL04_red
1822ALL04,3 Level Product Style,1822ALL04,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 76% NYLON 24% SPANDEX KNIT,SUMMER,ACTIVE,DOUBLE DREAM FLORAL GRAY,WOMEN,active,2018,6104630000,1822ALL04_red
1795APA04,3 Level Product Style,1795APA04,active,Maaji,ACTIVE > TRAVEL,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS PANTS 78% NYLON 21% SPANDEX 1% COTTON KNIT,SUMMER,ACTIVE,PURE VIBES TWIG WHITE,WOMEN,active,2018,6104630000,1795APA04_white
1888ATT02,3 Level Product Style,1888ATT02,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TANK TOP 70% NYLON 20% SPANDEX 10% COTTON KNIT,SUMMER,ACTIVE,EDEN ECRU,WOMEN,active,2018,6114300000,1888ATT02_white
1883ATT06,3 Level Product Style,1883ATT06,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TANK TOP 100% COTTON KNIT,SUMMER,ACTIVE,UTOPIA WHITE,WOMEN,active,2018,6114200000,1883ATT06_red
1883ATT01,3 Level Product Style,1883ATT01,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS TANK TOP 100% COTTON KNIT,SUMMER,ACTIVE,UTOPIA ROSE,WOMEN,active,2018,6114200000,1883ATT01_white
1892ALY02,3 Level Product Style,1892ALY02,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS LAYER 50% COTTON 50% MODAL KNIT,SUMMER,ACTIVE,SCENT DIP DYE ORANGE,WOMEN,active,2018,6114300000,1892ALY02_red
1880ATS02,3 Level Product Style,1880ATS02,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS T-SHIRT 100% COTTON KNIT,SUMMER,ACTIVE,EARTH T WHITE,WOMEN,active,2018,6109100000,1880ATS02_white
1787ALY04,3 Level Product Style,1787ALY04,active,Maaji,ACTIVE > TRAVEL,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS LAYER 68% VISCOSE 22% NYLON 10% SPANDEX KNIT,SUMMER,ACTIVE,WATERFALL GRAY,WOMEN,active,2018,6110309000,1787ALY04_red
1884ALY01,3 Level Product Style,1884ALY01,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS LAYER 100% COTTON KNIT,SUMMER,ACTIVE,FULL MOON WHITE,WOMEN,active,2018,6114200000,1884ALY01_white
1869ALS02,3 Level Product Style,1869ALS02,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS LONG SLEEVE TOP 50% COTTON 50% MODAL KNIT,SUMMER,ACTIVE,CHAI ROSE,WOMEN,active,2018,6114300000,1869ALS02_red
1864ALY01,3 Level Product Style,1864ALY01,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS LAYER 70% ACRYLIC 30% COTTON KNIT,SUMMER,ACTIVE,DUNES WHITE,WOMEN,active,2018,6106200000,1864ALY01_white
1865AHL01,3 Level Product Style,1865AHL01,active,Maaji,ACTIVE > YOGA,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS LONG SLEEVE HOODIE 70% ACRYLIC 30% COTTON KNIT,SUMMER,ACTIVE,SANDY WHITE,WOMEN,active,2018,6110301000,1865AHL01_white
1870AJK01,3 Level Product Style,1870AJK01,active,Maaji,ACTIVE > RUNNING,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS JACKET 81% POLYESTER 15% NYLON 4% SPANDEX WOVEN,SUMMER,ACTIVE,BREAKERS LEAF,WOMEN,active,2018,6202930000,1870AJK01_red
1845AJK03,3 Level Product Style,1845AJK03,active,Maaji,ACTIVE > TRAVEL,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS JACKET 45% POLYESTER 44% NYLON 11% SPANDEX WOVEN,SUMMER,ACTIVE,EIGHT TRACK SPOTTED ROSE,WOMEN,active,2018,6202930000,1845AJK03_red
1885ASH01,3 Level Product Style,1885ASH01,active,Maaji,ACTIVE > DANCE,default,Colombia,SUMMER 2018,COLOMBIA,WOMENS SHORT 69% POLYESTER 24% NYLON 7% SPANDEX WOVEN,SUMMER,ACTIVE,BOOST SPOTTED ROSE,WOMEN,active,2018,6204630000,1885ASH01_red
